plot_id;PM_LEAF_PC;bbch_stage;observation_date
D10;0;BBCH 77;25/06/2024
D10;40;BBCH 77;25/06/2024
D10;10;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;5;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;5;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;10;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;5;BBCH 77;25/06/2024
D10;5;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
D10;0;BBCH 77;25/06/2024
A1;5;BBCH 77;25/06/2024
A1;40;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;5;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;30;BBCH 77;25/06/2024
A1;10;BBCH 77;25/06/2024
A1;20;BBCH 77;25/06/2024
A1;30;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;2;BBCH 77;25/06/2024
A1;1;BBCH 77;25/06/2024
A1;10;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;2;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;5;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;20;BBCH 77;25/06/2024
A1;2;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;2;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;10;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;10;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;1;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;2;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;1;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;5;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;1;BBCH 77;25/06/2024
A1;5;BBCH 77;25/06/2024
A1;5;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;5;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;20;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;2;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;2;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;10;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;20;BBCH 77;25/06/2024
A1;5;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;20;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;10;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;10;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;0;BBCH 77;25/06/2024
A1;2;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;10;BBCH 77;25/06/2024
B1;20;BBCH 77;25/06/2024
B1;10;BBCH 77;25/06/2024
B1;20;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;10;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;10;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;10;BBCH 77;25/06/2024
B1;2;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;10;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;20;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;1;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;10;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;1;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;5;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;2;BBCH 77;25/06/2024
B1;0;BBCH 77;25/06/2024
B1;10;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
C1;20;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;1;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;20;BBCH 77;25/06/2024
C1;2;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;20;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;20;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;20;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;20;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
C1;20;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;20;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;30;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;20;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;20;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;0;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;10;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
C1;5;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;5;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;10;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;5;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;10;BBCH 77;25/06/2024
D1;1;BBCH 77;25/06/2024
D1;5;BBCH 77;25/06/2024
D1;20;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;10;BBCH 77;25/06/2024
D1;5;BBCH 77;25/06/2024
D1;10;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;5;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;0;BBCH 77;25/06/2024
D1;5;BBCH 77;25/06/2024
